htid,title,org
uiug.30112118438230,Key to Chicago government ,League of Women Voters of Chicago 
uiuo.ark:/13960/t6qz24r1c,Evolution of American agriculture ,Industrial Workers of the World 
uma.ark:/13960/t0wq18j8t,Empowering people with disabilities project active civic participation workshop ,League of Women Voters of Massachusetts 
umn.31951001519095i,"Longshoremen and their homes the story of a housing ""case"" study conducted under the auspices of Greenwich house ","Greenwich House (New York, N.Y.) "
umn.31951002073245a,Who's who and why in Minneapolis city government ,"League of Women Voters of Minneapolis (Minneapolis, Minn.) "
umn.319510021511988,Images of Minneapolis ,"League of Women Voters of Minneapolis (Minneapolis, Minn.) "
umn.31951002372940c,World economic development our part in a common effort ,League of Women Voters (U.S.) 
umn.31951002466653u,Nebraska State government ,League of Women Voters of Nebraska 
umn.31951d001506393,Report ,National Consumers' League 
umn.31951d00150640i,Report ,National Consumers' League 
umn.31951d00494159o,The judicial system a brief summary ,League of Women Voters (U.S.) 
umn.31951d01046165x,Indians in Minnesota ,League of Women Voters of Minnesota 
umn.31951d01368704m,Evidence and cross-examination of J.T. (Red) Doran in the case of the U.S.A. vs. Wm. D. Haywood et al ,Industrial Workers of the World General Defense Committee. 
wu.89014038814,The European recovery program ,League of Women Voters (U.S.) 
wu.89058665464,Conference on the Economic Aspects of International Affairs ,League of Women Voters of Illinois 
wu.89062494935,Our Cherokee-Delaware heritage ,"Witcher, Mary Jeanette Smith 1903-1984 "
wu.89065718991,SCLC the Southern Christian Leadership conference national magazine ,Southern Christian Leadership Conference 
wu.89065719056,SCLC the Southern Christian Leadership conference national magazine ,Southern Christian Leadership Conference 
wu.89065719080,SCLC the Southern Christian Leadership conference national magazine ,Southern Christian Leadership Conference 
wu.89065719163,SCLC the Southern Christian Leadership conference national magazine ,Southern Christian Leadership Conference 
coo.31924054221696,Annual report ,Women's Trade Union League of New York 
coo.31924054285873,Financial and statistical report ,International Ladies' Garment Workers' Union 
wu.89065719700,SCLC the Southern Christian Leadership conference national magazine ,Southern Christian Leadership Conference 
coo.31924054285873,Financial and statistical report ,International Ladies' Garment Workers' Union Convention. 
wu.89065719916,SCLC the Southern Christian Leadership conference national magazine ,Southern Christian Leadership Conference 
coo.31924054285949,Report of the General Executive Board to the ... Convention ,International Ladies' Garment Workers' Union General Executive Board. 
wu.89080062151,New perspectives in foreign policy ,League of Women Voters 
coo.31924054285964,Report of the General Executive Board to the ... Convention ,International Ladies' Garment Workers' Union General Executive Board. 
wu.89084902303,"Campaign text-book, 1916 ",National Woman's Party 
coo.31924054285980,Report of the General Executive Board to the ... Convention ,International Ladies' Garment Workers' Union General Executive Board. 
coo.31924054331495,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
coo.31924062247832,The New York teacher ,Teachers' Union of the City of New York 
coo.31924062247881,The New York teacher ,Teachers' Union of the City of New York 
coo.31924065896312,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
coo.31924065896387,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
coo.31924065912291,Financial and statistical report ,International Ladies' Garment Workers' Union 
coo.31924065912291,Financial and statistical report ,International Ladies' Garment Workers' Union Convention. 
coo.31924069098097,Justice official organ of the International Ladies Garment Workers Union ,International Ladies' Garment Workers' Union 
coo.31924069101321,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
coo.31924073144713,Local government in Tompkins County ,"League of Women Voters of Tompkins County (Tompkins County, N.Y.) "
coo.31924081935748,The Woman's journal ,League of Women Voters (U.S.) 
coo.31924082748330,General organization bulletin for ... ; Financial statement for ,Industrial Workers of the World 
coo.31924082758602,Financial statement for ,Industrial Workers of the World 
coo.31924082758610,The general organization bulletin for ... and The financial statement for ,Industrial Workers of the World 
coo.31924088091586,Report and record ,International Ladies' Garment Workers' Union Convention. 
coo.31924091533749,Les / The Midinettes 1937/1962 ,International Ladies' Garment Workers' Union 
emu.010000685445,Universal Negro catechism a course of instruction in religious and historical knowledge pertaining to the race ,Universal Negro Improvement Association 
hvd.32044004319224,The history of trade unionism among women in Boston ,Women's Trade Union League of Massachusetts 
hvd.hxdjn4,The sharpness of steele a story with a point ,Sorosis Shoe Company 
hvd.li2qu7,Minutes of the ... constitutional general convention of the Industrial Workers of the World ,Industrial Workers of the World 
iau.31858016261533,"Study financing and organization of the tax-supported system of education in Iowa. Preliminary materials, higher education section ",League of Women Voters of Iowa 
iau.31858050621071,Report ,National Consumers' League 
ien.35556000170035,New Jersey spotlight on government ,League of Women Voters of New Jersey 
ien.35556002860948,One big union monthly ,Industrial Workers of the World 
ien.35556003093200,Making land use decisions in New York State ,League of Women Voters of New York State 
ien.35556003683604,"The key to our local government Chicago, Cook County metropolitan area ",League of Women Voters of Chicago 
ien.35556018017061,"The key to our local government Chicago, Cook County, metropolitan area ",League of Women Voters of Chicago 
ien.35556021790043,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556021790043,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
ien.35556021790050,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
ien.35556021790209,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
ien.35556021790209,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556021790209,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
ien.35556021807136,Suburban Cook County ,"League of Women Voters of Cook County (Cook County, Ill.) "
ien.35556021885181,Suburban Cook County ,"League of Women Voters of Cook County (Cook County, Ill.) "
ien.35556021891593,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556021891593,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556021977335,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556021977335,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
ien.35556021977335,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556023073869,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556023073869,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
ien.35556023073869,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556026356584,Suburban Cook County ,"League of Women Voters of Cook County (Cook County, Ill.) "
ien.35556026700013,Suburban Cook County ,"League of Women Voters of Cook County (Cook County, Ill.) "
ien.35556026779611,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
ien.35556028027365,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556028035541,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556030855241,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556030855266,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556032881500,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556035743921,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
ien.35556035743921,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556035743939,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
ien.35556035743939,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
ien.35556035743947,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556035743947,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556035744044,S.C.L.C ,Southern Christian Leadership Conference 
inu.30000001668437,The Hoosier National Forest issues for the 80s ,League of Women Voters of Indiana 
inu.30000004501122,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000025464250,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000026239891,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000036819005,"A guide Bloomington, Monroe Co. Indiana ",League of Women Voters of Bloomington-Monroe County 
inu.30000038630988,"Here is your local government Monroe County, Indiana ",League of Women Voters of Bloomington-Monroe County 
inu.30000041569686,Report for the year ,Consumers' League of New York City 
inu.30000041569686,Report of the Consumers' League of the City of New York ,Consumers' League of New York City 
inu.30000050063118,"City, town, county, township & school officials <1968-> ",League of Women Voters (U.S.) Education Fund. 
inu.30000050063118,Directory of Monroe County governmental officials 1975 ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,Governmental officials list 1973 ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063118,Officialist now <1970>-1972 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,"City, town, county, township & school officials <1968-> ","League of Women Voters of Bloomington, Indiana "
inu.30000050063159,Directory of local government officials ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,"Elected and appointed city, county, and township officials and commissions as of ",League of Women Voters of Bloomington-Monroe County 
inu.30000050063159,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ",League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,Governmental officials 1974 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,Governmental officials directory 1976 ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063159,Governmental officials list 1973 ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063183,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063191,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000053528760,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000053707869,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000055098549,"New leader (New York, N.Y. : 1935) ","International Ladies' Garment Workers' Union Local 89 (New York, N.Y.) "
inu.30000055098549,Vito Marcantonio the man on the flying trapeze ; and Two letters ,"International Ladies' Garment Workers' Union Local 89 (New York, N.Y.) "
inu.30000056919297,The water front in Monroe County ,"League of Women Voters of Bloomington, Indiana "
inu.30000076584337,"City of Bloomington and Monroe County, Indiana ",League of Women Voters of Bloomington-Monroe County 
inu.30000076584337,"Here is your local government the city of Bloomington and Monroe County, Indiana ",League of Women Voters of Bloomington-Monroe County 
inu.30000076584345,"Here is your local government the City of Bloomington and Monroe County, Indiana : handbook ",League of Women Voters of Bloomington-Monroe County 
inu.30000080360203,"Know your schools Monroe County, Indiana, 1964-65 ","League of Women Voters of Bloomington, Indiana "
inu.30000093059388,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000093650160,Citizens' guide to representative government ,"League of Women Voters of the South Bend Area (South Bend, Ind.) "
inu.30000094807561,Local government a guide to government in Monroe County ,League of Women Voters of Bloomington-Monroe County 
inu.30000095332601,"Quality and equality in our schools, Marion County, Indiana a study of Marion County, Indiana public schools ",League of Women Voters of Indianapolis Sub-Committee of the Human Resources Committee. 
inu.30000096563741,This is your community a guide to your local government ,"League of Women Voters of Greater Lafayette, Indiana "
inu.30000100556848,"City, town, county, township & school officials <1968-> ",League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,"City, town, county, township & school officials <1968-> ","League of Women Voters of Bloomington, Indiana "
inu.30000100556848,Directory of local government officials ,League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,"Elected and appointed city, county, and township officials and commissions as of ",League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ",League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,Governmental officials 1974 ,League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,Governmental officials directory 1976 ,League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,Governmental officials list 1973 ,League of Women Voters of Bloomington-Monroe County 
inu.30000108518766,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108518774,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108518790,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108518816,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000108518857,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000111342345,League of Women Voters of Indiana 1981 ,League of Women Voters of Indiana 
inu.30000118519085,Campaign Watch ,League of Women Voters (U.S.) Education Fund. 
inu.30000118519085,CampaignWatch a report on the 1992 CampaignWatch Project ,League of Women Voters (U.S.) Education Fund. 
inu.30000118519093,Impact on issues 2000-2002 a guide to public policy positions ,League of Women Voters (U.S.) 
inu.30000118519127,Transforming Medicaid ,League of Women Voters (U.S.) Education Fund. 
inu.30000120145564,Water resources and water problems of Indiana ,League of Women Voters of Indiana 
inu.30000120951524,Face to face a guide to candidate debates ,League of Women Voters (U.S.) Education Fund. 
inu.30000120951540,Focus on the voter lessons from the 1992 election ,League of Women Voters (U.S.) Education Fund. 
inu.30000125597686,Annual Convention of the Indiana League of Women Voters [proceedings] ,League of Women Voters of Indiana Convention 
inu.32000000112377,Aims and objects of movement for solution of negro problem outlined ,Universal Negro Improvement Association 
inu.32000001914698,Choosing the President ,League of Women Voters 
inu.32000007030275,"Local governments, Rochester--Monroe County ",League of Women Voters of the Rochester Metropolitan Area 
inu.32000007908611,Indiana voters' handbook ,League of Women Voters of Indiana 
inu.32000014247136,"Official report of the Strike committee Chicago garment workers' strike October 29, 1910-February 18, 1911 ",Women's Trade Union League of Chicago 
inu.39000003685455,General revenue sharing and the states ,League of Women Voters (U.S.) Education Fund. 
mdp.39015000698152,Minutes of the ... constitutional general convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39015004164326,WISP memo ,Women Strike for Peace 
mdp.39015004164326,WSP memo ,Women Strike for Peace 
mdp.39015004883206,Taiwan and American policy the dilemma in U.S.-China relations ,League of Women Voters (U.S.) Education Fund. 
mdp.39015005312957,Women Strike for Peace memo ,Women Strike for Peace 
mdp.39015005317022,Memo ,Women Strike for Peace 
mdp.39015005711489,"Women in industry decision of the United States Supreme Court in Curt Muller vs. State of Oregon, upholding the constitutionality of the Oregon ten hour law for women and brief for the State of Oregon ",National Consumers' League 
mdp.39015007334371,Tuberculosis and the Negro in Pittsburgh a report of the Negro health survey ,"Witchen, Elsie. "
mdp.39015009003008,This is your Grosse Pointe ,League of Women Voters of Grosse Pointe 
mdp.39015010934381,Ann Arbor School District ,League of Women Voters of Ann Arbor 
mdp.39015017433676,Fine arts in Cleveland an illustrated history ,"Witchey, Holly Rarick. "
mdp.39015019767907,Year book ,Woman's Peace Party 
mdp.39015030798790,Financing Ohio's election campaigns [a look at the 1974 Ohio General Assembly candidates] ,League of Women Voters of Ohio 
mdp.39015032973870,Riding on a blue note ,"Henry Street Settlement (New York, N.Y.) "
mdp.39015035886921,Aspects of industrial homework in apparel trades ,International Ladies' Garment Workers' Union 
mdp.39015050283939,An uncommon mission Father Jerome Tupa paints the California missions ,"Witchey, Holly Rarick. "
mdp.39015050646887,New Jersey spotlight on government ,League of Women Voters of New Jersey 
mdp.39015054100584,The State we're in a citizen's guide to Michigan State government ,League of Women Voters of Michigan 
mdp.39015057948633,Connecticut in focus ,League of Women Voters of Connecticut Education Fund. 
mdp.39015060825240,Starving amidst too much & other IWW writings on the food industry ,Industrial Workers of the World 
mdp.39015063778362,Is politics your job? ,League of Women Voters (U.S.) 
mdp.39015065748199,Hard choices the realities of economic development at home and abroad ,League of Women Voters (U.S.) 
mdp.39015070475044,Journal ,New York Social Hygiene Society 
mdp.39015070475283,Journal ,New York Social Hygiene Society 
mdp.39015070475440,Journal ,New York Social Hygiene Society 
mdp.39015070584852,"Public welfare a study of public welfare and the relationship of federal, state, and local programs, consensus workbook ",League of Women Voters of Michigan 
mdp.39015071122017,"Support a platform for constitutional revisions which will provide a basic framework for state government free of statutory detail #63 1961 state item I resource kit, volume II, constitutional aspects of taxation ",League of Women Voters of Michigan 
mdp.39015071179678,Citizen's guide to Michigan state government ,League of Women Voters of Michigan 
mdp.39015071180114,"Listen, Lansing-- League of Women Voters guide for citizen action in Michigan including legislative directory ",League of Women Voters of Michigan 
mdp.39015071189206,Lake Erie: requiem or reprieve a study of Lake Erie problems ,League of Women Voters (U.S.) Lake Erie Basin Committee 
mdp.39015071214228,Michigan laws discriminating against women ,National Woman's Party 
mdp.39015071234697,School desegregation a study ,League of Women Voters of Michigan 
mdp.39015071255163,Forty years of a great idea ,League of Women Voters (U.S.) 
mdp.39015071293560,"Introducing Alpena, the city and county ",League of Women Voters of Alpena County 
mdp.39015071301181,Know your Marquette County government ,League of Women Voters of Marquette County (Mich.) 
mdp.39015071304458,Dearborn and its government a handbook for citizens and students to help them take an informed and active part in the affairs of their community ,League of Women Voters of Dearborn 
mdp.39015071304482,Dearborn and its government a comprehensive handbook for the citizen interested in his community designed to promote active participation in local government ,League of Women Voters of Dearborn 
mdp.39015071304573,"ABC's of Dearborn Heights six school districts a preliminary report on financing our schools, as of June 30, 1968 ",League of Women Voters of Dearborn Heights 
mdp.39015071332608,"Know your schools a pamphlet of factual information about the Ann Arbor Public Schools, May, 1957 ",League of Women Voters of Ann Arbor 
mdp.39015071340692,"Our city government Grand Rapids, Michigan, 1931 ",League of Women Voters of Grand Rapids 
mdp.39015071343241,This is your Grosse Pointe ,League of Women Voters of Grosse Pointe Park 
mdp.39015071343241,Your Grosse Pointe ,League of Women Voters of Grosse Pointe Park 
mdp.39015071375193,Know your Owosso ,League of Women Voters of Owosso 
mdp.39015073269972,Bulletin ,Consumers' League of New York City 
mdp.39015073269980,Bulletin ,Consumers' League of New York City 
mdp.39015073270004,Bulletin ,Consumers' League of New York City 
mdp.39015073779731,The Supreme court and minimum wage legislation ,National Consumers' League 
mdp.39015073787254,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787262,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787262,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787288,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787288,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787296,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787296,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787304,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787304,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787312,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787312,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787320,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787338,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787338,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787361,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787361,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787379,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787387,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787403,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787411,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787429,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787437,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787445,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787445,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787452,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787478,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787486,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787486,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787494,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787502,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787510,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787510,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787510,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787528,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787528,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787536,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787544,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787551,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787569,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787569,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787577,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787585,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787593,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787619,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787627,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787643,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787650,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787668,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787676,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787676,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787676,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787684,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787684,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787692,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787692,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787700,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787700,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787700,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787718,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787718,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787718,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787718,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787726,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787726,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787726,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787742,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787775,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787791,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787791,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787809,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787841,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787858,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787874,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787890,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787916,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787916,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787916,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787957,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073787957,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073787957,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073787973,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073788013,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073788013,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073788013,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073788039,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073788054,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073788054,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073788054,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073788096,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073788112,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073788112,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015073788112,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073788138,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073788138,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073789730,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
mdp.39015073789755,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073789755,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
mdp.39015073789789,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073789797,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
mdp.39015073789805,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789813,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789847,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789854,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789862,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789870,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073789870,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
mdp.39015073789904,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073789920,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789938,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789987,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789995,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073790019,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073791439,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
mdp.39015073797196,The Intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
mdp.39015073797378,The socialist review ,Intercollegiate Socialist Society (U.S.) 
mdp.39015076834160,Proceedings of the ... convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39015078294090,California voters handbook ,League of Women Voters of California 
mdp.39015078294090,Guide to California government ,League of Women Voters of California 
mdp.39015078301952,"Legislative action handbook, February 1979 ",League of Women Voters of Michigan 
mdp.39015078308288,Know your Oakland County government ,League of Women Voters of Michigan 
mdp.39015078673053,Child labor legislation Schedules of existing statutes and the standard child labor law embodying the best provisions of the most effective measures now in force. Handbook ,National Consumers' League 
mdp.39015079028794,"Preamble and constitution of the Industrial Workers of the World amended by convention ... 1911 - ratified by referendum vote, 1911 ",Industrial Workers of the World 
